winner,w_rank,w_pts,loser,l_rank,l_pts,winner_id,loser_id
Fucsovics M.,38.0,1357.0,Krajinovic F.,36.0,1414.0,191,475
Ivashka I.,48.0,1134.0,Harris L.,35.0,1477.0,268,367
Auger-Aliassime F.,9.0,3818.0,Gerasimov E.,126.0,564.0,21,305
Kwon S.W.,53.0,1095.0,Gaston H.,69.0,921.0,335,302
Murray A.,95.0,716.0,Bublik A.,31.0,1638.0,425,125
De Minaur A.,34.0,1486.0,Mcdonald M.,49.0,1121.0,125,575
Musetti L.,63.0,995.0,Hurkacz H.,11.0,3308.0,426,390
Norrie C.,13.0,2865.0,Khachanov K.,28.0,1748.0,440,436
Lehecka J.,137.0,522.0,Van De Zandschulp B.,51.0,1114.0,348,920
Rublev A.,7.0,4565.0,Kwon S.W.,53.0,1095.0,512,495
Tsitsipas S.,4.0,7145.0,Ivashka I.,48.0,1134.0,597,403
Auger-Aliassime F.,9.0,3818.0,Murray A.,95.0,716.0,21,633
Fucsovics M.,38.0,1357.0,Griekspoor T.,62.0,1011.0,191,343
Lehecka J.,137.0,522.0,Musetti L.,63.0,995.0,348,634
Tsitsipas S.,4.0,7145.0,De Minaur A.,34.0,1486.0,597,193
Auger-Aliassime F.,9.0,3818.0,Norrie C.,13.0,2865.0,21,663
Rublev A.,7.0,4565.0,Fucsovics M.,38.0,1357.0,512,287
Tsitsipas S.,4.0,7145.0,Lehecka J.,137.0,522.0,597,513
Auger-Aliassime F.,9.0,3818.0,Rublev A.,7.0,4565.0,21,768
Auger-Aliassime F.,9.0,3818.0,Tsitsipas S.,4.0,7145.0,21,906
Basilashvili N.,40.0,1395.0,Arnaboldi A.,267.0,206.0,36,37
Celikbilek A.,309.0,150.0,Zuk K.,262.0,209.0,88,1006
Ruusuvuori E.,87.0,806.0,Vesely J.,67.0,928.0,517,942
Bublik A.,49.0,1090.0,Caruso S.,76.0,858.0,76,139
Goffin D.,16.0,2555.0,Herbert P.H.,83.0,822.0,213,374
Travaglia S.,75.0,869.0,Kecmanovic M.,42.0,1328.0,592,433
Struff J.L.,37.0,1450.0,Kotov P.,269.0,205.0,576,470
Lamasine T.,271.0,204.0,Gerasimov E.,78.0,840.0,340,305
Andreev A.,564.0,52.0,Ilhan M.,571.0,51.0,13,395
Grenier H.,250.0,220.0,Molcan A.,313.0,145.0,227,608
Berrettini M.,10.0,3085.0,Kirkin E.,446.0,83.0,53,448
Chardy J.,72.0,880.0,Albot R.,85.0,817.0,93,10
De Minaur A.,23.0,1860.0,Jaziri M.,249.0,220.0,125,409
Kuhn N.,253.0,219.0,Bachinger M.,279.0,189.0,327,45
Fognini F.,17.0,2400.0,Vrbensky M.,311.0,148.0,187,952
Kuzmanov D.,298.0,166.0,Djere L.,55.0,1068.0,331,219
De Minaur A.,23.0,1860.0,Andreev A.,564.0,52.0,125,25
Basilashvili N.,40.0,1395.0,Celikbilek A.,309.0,150.0,36,143
Travaglia S.,75.0,869.0,Ruusuvuori E.,87.0,806.0,592,773
Goffin D.,16.0,2555.0,Kuhn N.,253.0,219.0,213,485
Chardy J.,72.0,880.0,Fognini F.,17.0,2400.0,93,282
Bublik A.,49.0,1090.0,Lamasine T.,271.0,204.0,76,503
Struff J.L.,37.0,1450.0,Grenier H.,250.0,220.0,576,341
Berrettini M.,10.0,3085.0,Kuzmanov D.,298.0,166.0,53,490
Goffin D.,16.0,2555.0,Travaglia S.,75.0,869.0,213,896
Chardy J.,72.0,880.0,Struff J.L.,37.0,1450.0,93,868
Bublik A.,49.0,1090.0,Berrettini M.,10.0,3085.0,76,87
De Minaur A.,23.0,1860.0,Basilashvili N.,40.0,1395.0,125,64
De Minaur A.,23.0,1860.0,Goffin D.,16.0,2555.0,125,317
Bublik A.,49.0,1090.0,Chardy J.,72.0,880.0,76,151
De Minaur A.,23.0,1860.0,Bublik A.,49.0,1090.0,125,125
Monteiro T.,84.0,820.0,Bellucci T.,281.0,185.0,414,77
Paul T.,52.0,1080.0,Nam J.S.,268.0,205.0,458,643
Mager G.,101.0,733.0,Harrison R.,481.0,73.0,368,369
Korda S.,119.0,566.0,Kwon S.W.,95.0,768.0,311,495
Querrey S.,56.0,1065.0,Mcdonald M.,194.0,335.0,479,575
Harrison C.,280.0,225.0,Etcheverry T.,256.0,216.0,246,262
Galan D.E.,115.0,606.0,Martin A.,100.0,734.0,195,563
Quiroz R.,293.0,171.0,Rubin N.,251.0,219.0,481,767
Fratangelo B.,274.0,195.0,King K.,304.0,154.0,189,445
Norrie C.,74.0,877.0,Aragone J.C.,299.0,165.0,440,31
Karlovic I.,148.0,444.0,Andujar P.,59.0,1044.0,287,29
Tiafoe F.,62.0,1005.0,Young D.,327.0,135.0,588,981
Mager G.,101.0,733.0,Querrey S.,56.0,1065.0,368,720
Harrison C.,280.0,225.0,Garin C.,22.0,2180.0,246,299
Korda S.,119.0,566.0,Paul T.,52.0,1080.0,311,690
Isner J.,25.0,1850.0,Monteiro T.,84.0,820.0,265,616
Hurkacz H.,35.0,1518.0,Galan D.E.,115.0,606.0,261,291
Tiafoe F.,62.0,1005.0,Fratangelo B.,274.0,195.0,588,285
Quiroz R.,293.0,171.0,Karlovic I.,148.0,444.0,481,430
Norrie C.,74.0,877.0,Mannarino A.,34.0,1561.0,440,553
Harrison C.,280.0,225.0,Mager G.,101.0,733.0,246,548
Hurkacz H.,35.0,1518.0,Quiroz R.,293.0,171.0,261,723
Korda S.,119.0,566.0,Isner J.,25.0,1850.0,311,399
Norrie C.,74.0,877.0,Tiafoe F.,62.0,1005.0,440,887
Hurkacz H.,35.0,1518.0,Harrison C.,280.0,225.0,261,368
Korda S.,119.0,566.0,Norrie C.,74.0,877.0,311,663
Hurkacz H.,35.0,1518.0,Korda S.,119.0,566.0,261,467
Vukic A.,195.0,334.0,Lu Y.,1008.0,10.0,626,539
Majchrzak K.,109.0,690.0,Djere L.,56.0,1068.0,370,219
Bedene A.,58.0,1055.0,Uchiyama Y.,106.0,701.0,43,911
O Connell C.,121.0,565.0,Koepfer D.,68.0,931.0,443,459
Purcell M.,238.0,241.0,Gombos N.,89.0,797.0,478,322
Kwon S.W.,97.0,768.0,Martin A.,102.0,734.0,335,563
Travaglia S.,71.0,894.0,Carballes Baena R.,98.0,751.0,592,135
Anderson K.,82.0,825.0,Lopez F.,63.0,998.0,12,533
Caruso S.,76.0,858.0,Seppi A.,107.0,699.0,85,809
Sandgren T.,50.0,1088.0,Smith J.P.,318.0,143.0,524,843
Herbert P.H.,84.0,822.0,Cressy M.,171.0,389.0,251,174
Cuevas P.,70.0,927.0,Andujar P.,59.0,1044.0,111,29
Sweeny D.,797.0,22.0,Nam J.S.,273.0,205.0,580,643
Alcaraz C.,146.0,464.0,Balazs A.,94.0,779.0,5,52
Thompson J.,52.0,1084.0,Mager G.,96.0,770.0,587,548
Haase R.,198.0,330.0,Coppejans K.,178.0,368.0,238,167
Querrey S.,51.0,1085.0,Laaksonen H.,136.0,492.0,479,498
Torpegaard M.,193.0,340.0,Martinez P.,87.0,810.0,591,565
Ebden M.,320.0,141.0,Delbonis F.,77.0,851.0,162,204
Vilella Martinez M.,188.0,346.0,Hanfmann Y.,101.0,736.0,621,364
Stebe C.M.,128.0,534.0,Dellien H.,112.0,646.0,572,209
Stakhovsky S.,201.0,329.0,Safiullin R.,182.0,357.0,568,780
Monteiro T.,83.0,824.0,Fancutt T.,562.0,53.0,414,269
Van De Zandschulp B.,159.0,423.0,Schoolkate T.,844.0,18.0,605,801
Sinner J.,36.0,1464.0,Vukic A.,195.0,334.0,549,953
Caruso S.,76.0,858.0,Sandgren T.,50.0,1088.0,85,790
Bedene A.,58.0,1055.0,Sweeny D.,797.0,22.0,43,874
Hurkacz H.,29.0,1735.0,Torpegaard M.,193.0,340.0,261,895
Kecmanovic M.,42.0,1328.0,Kwon S.W.,97.0,768.0,289,495
Travaglia S.,71.0,894.0,Querrey S.,51.0,1085.0,592,720
Cuevas P.,70.0,927.0,Haase R.,198.0,330.0,111,354
Thompson J.,52.0,1084.0,Herbert P.H.,84.0,822.0,587,374
Monteiro T.,83.0,824.0,Ebden M.,320.0,141.0,414,242
Van De Zandschulp B.,159.0,423.0,Majchrzak K.,109.0,690.0,605,550
Opelka R.,40.0,1402.0,Stakhovsky S.,201.0,329.0,450,857
Bublik A.,45.0,1220.0,O Connell C.,121.0,565.0,76,666
Vilella Martinez M.,188.0,346.0,Basilashvili N.,39.0,1405.0,621,64
Khachanov K.,20.0,2245.0,Purcell M.,238.0,241.0,291,719
Alcaraz C.,146.0,464.0,Goffin D.,14.0,2600.0,5,317
Anderson K.,82.0,825.0,Stebe C.M.,128.0,534.0,12,862
Thompson J.,52.0,1084.0,Vilella Martinez M.,188.0,346.0,587,945
Monteiro T.,83.0,824.0,Alcaraz C.,146.0,464.0,414,12
Khachanov K.,20.0,2245.0,Anderson K.,82.0,825.0,291,23
Sinner J.,36.0,1464.0,Bedene A.,58.0,1055.0,549,72
Van De Zandschulp B.,159.0,423.0,Opelka R.,40.0,1402.0,605,678
Kecmanovic M.,42.0,1328.0,Caruso S.,76.0,858.0,289,139
Travaglia S.,71.0,894.0,Bublik A.,45.0,1220.0,592,125
Hurkacz H.,29.0,1735.0,Cuevas P.,70.0,927.0,261,178
Monteiro T.,83.0,824.0,Thompson J.,52.0,1084.0,414,886
Sinner J.,36.0,1464.0,Kecmanovic M.,42.0,1328.0,549,433
Khachanov K.,20.0,2245.0,Van De Zandschulp B.,159.0,423.0,291,920
Travaglia S.,71.0,894.0,Hurkacz H.,29.0,1735.0,592,390
Travaglia S.,71.0,894.0,Monteiro T.,83.0,824.0,592,616
Sinner J.,36.0,1464.0,Khachanov K.,20.0,2245.0,549,436
Sinner J.,36.0,1464.0,Travaglia S.,71.0,894.0,549,896
Moutet C.,80.0,838.0,Tiafoe F.,62.0,1005.0,418,887
Gerasimov E.,78.0,840.0,Harris L.,91.0,793.0,203,367
Paul T.,53.0,1080.0,Norrie C.,67.0,935.0,458,663
Mcdonald M.,194.0,335.0,Gasquet R.,48.0,1155.0,389,301
Coria F.,92.0,783.0,Albot R.,85.0,817.0,104,10
Kubler J.,265.0,210.0,Sonego L.,34.0,1588.0,323,850
Fucsovics M.,55.0,1072.0,Cecchinato M.,79.0,838.0,191,142
Sousa P.,108.0,698.0,Tu L.,,,564,908
Ramos-Vinolas A.,46.0,1210.0,Mott B.,481.0,74.0,487,622
Bolt A.,174.0,380.0,Kokkinakis T.,266.0,209.0,62,462
Berankis R.,72.0,889.0,Nagal S.,139.0,480.0,48,639
Chardy J.,66.0,950.0,Cilic M.,43.0,1325.0,93,158
Bourchier H.,324.0,138.0,Polmans M.,125.0,546.0,66,708
Mannarino A.,35.0,1561.0,Ymer M.,95.0,775.0,373,980
Giron M.,73.0,884.0,Mmoh M.,177.0,368.0,211,605
Duckworth J.,105.0,709.0,Machac T.,197.0,333.0,156,545
Kukushkin M.,90.0,796.0,Londero J.I.,81.0,832.0,328,532
Popyrin A.,114.0,631.0,Gojo B.,226.0,258.0,471,318
Sugita Y.,104.0,721.0,Halys Q.,206.0,310.0,577,361
Vesely J.,69.0,928.0,Ferreira Silva F.,184.0,356.0,620,272
Kyrgios N.,47.0,1170.0,Muller A.,209.0,305.0,336,626
Harris A.,232.0,251.0,Daniel T.,117.0,591.0,244,182
Simon G.,64.0,990.0,Ymer E.,204.0,314.0,548,979
Ruusuvuori E.,86.0,816.0,Troicki V.,202.0,326.0,517,899
Berankis R.,72.0,889.0,Kubler J.,265.0,210.0,48,480
Gerasimov E.,78.0,840.0,Fucsovics M.,55.0,1072.0,203,287
Giron M.,73.0,884.0,Mannarino A.,35.0,1561.0,211,553
Evans D.,33.0,1589.0,Sousa P.,108.0,698.0,176,853
Bolt A.,174.0,380.0,Mcdonald M.,194.0,335.0,62,575
Popyrin A.,114.0,631.0,Paul T.,53.0,1080.0,471,690
Wawrinka S.,18.0,2365.0,Kukushkin M.,90.0,796.0,632,486
Duckworth J.,105.0,709.0,Humbert U.,32.0,1671.0,156,389
Vesely J.,69.0,928.0,Ruud C.,27.0,1739.0,620,772
Chardy J.,66.0,950.0,Simon G.,64.0,990.0,93,827
Coric B.,25.0,1855.0,Ruusuvuori E.,86.0,816.0,106,773
Kyrgios N.,47.0,1170.0,Bourchier H.,324.0,138.0,336,110
Auger-Aliassime F.,21.0,2241.0,Sugita Y.,104.0,721.0,21,870
Fritz T.,30.0,1695.0,Coria F.,92.0,783.0,190,168
Dimitrov G.,19.0,2260.0,Harris A.,232.0,251.0,145,366
Moutet C.,80.0,838.0,Ramos-Vinolas A.,46.0,1210.0,418,732
Coric B.,25.0,1855.0,Kyrgios N.,47.0,1170.0,106,497
Evans D.,33.0,1589.0,Giron M.,73.0,884.0,176,315
Chardy J.,66.0,950.0,Fritz T.,30.0,1695.0,93,286
Moutet C.,80.0,838.0,Duckworth J.,105.0,709.0,418,234
Vesely J.,69.0,928.0,Berankis R.,72.0,889.0,620,82
Wawrinka S.,18.0,2365.0,Bolt A.,174.0,380.0,632,103
Auger-Aliassime F.,21.0,2241.0,Gerasimov E.,78.0,840.0,21,305
Dimitrov G.,19.0,2260.0,Popyrin A.,114.0,631.0,145,710
Evans D.,33.0,1589.0,Coric B.,25.0,1855.0,176,170
Chardy J.,66.0,950.0,Wawrinka S.,18.0,2365.0,93,962
Auger-Aliassime F.,21.0,2241.0,Vesely J.,69.0,928.0,21,942
Moutet C.,80.0,838.0,Dimitrov G.,19.0,2260.0,418,218
Evans D.,33.0,1589.0,Chardy J.,66.0,950.0,176,151
Auger-Aliassime F.,21.0,2241.0,Moutet C.,80.0,838.0,21,623
Evans D.,33.0,1589.0,Auger-Aliassime F.,21.0,2241.0,176,41
Raonic M.,14.0,2630.0,Coria F.,92.0,785.0,488,168
Mannarino A.,36.0,1561.0,Novak D.,98.0,752.0,373,664
Ruusuvuori E.,86.0,816.0,Monfils G.,11.0,2860.0,517,612
Moutet C.,71.0,928.0,Millman J.,39.0,1421.0,418,597
Opelka R.,38.0,1422.0,Lu Y.,1009.0,10.0,450,539
Wawrinka S.,18.0,2365.0,Sousa P.,107.0,701.0,632,853
Bolt A.,166.0,400.0,Gombos N.,89.0,797.0,62,322
Martinez P.,87.0,810.0,Nishioka Y.,58.0,1062.0,381,661
Fritz T.,31.0,1695.0,Ramos-Vinolas A.,46.0,1210.0,190,732
Fucsovics M.,55.0,1072.0,Polmans M.,126.0,546.0,191,708
Thiem D.,3.0,9125.0,Kukushkin M.,90.0,796.0,586,486
Karatsev A.,114.0,642.0,Mager G.,96.0,770.0,286,548
Kecmanovic M.,41.0,1353.0,Majchrzak K.,109.0,690.0,289,550
Zverev A.,7.0,5615.0,Giron M.,75.0,889.0,660,315
Bublik A.,45.0,1220.0,Bedene A.,57.0,1065.0,76,72
Gerasimov E.,79.0,854.0,Paire B.,29.0,1738.0,203,685
Duckworth J.,105.0,721.0,Dzumhur D.,120.0,572.0,156,240
Vesely J.,68.0,958.0,Coppejans K.,178.0,368.0,620,167
Humbert U.,34.0,1671.0,Uchiyama Y.,106.0,701.0,260,911
Muller A.,210.0,305.0,Londero J.I.,83.0,832.0,420,532
Carreno Busta P.,16.0,2585.0,Nishikori K.,42.0,1345.0,83,660
Tiafoe F.,64.0,1005.0,Travaglia S.,60.0,1024.0,588,896
Dimitrov G.,21.0,2260.0,Cilic M.,43.0,1325.0,145,158
Koepfer D.,70.0,931.0,Dellien H.,112.0,646.0,305,209
Lajovic D.,27.0,1785.0,Stakhovsky S.,200.0,332.0,339,857
Auger-Aliassime F.,19.0,2346.0,Stebe C.M.,129.0,539.0,21,862
Schwartzman D.,9.0,3480.0,Ymer E.,205.0,314.0,536,979
Tomic B.,233.0,253.0,Sugita Y.,104.0,723.0,590,870
Kyrgios N.,47.0,1190.0,Ferreira Silva F.,185.0,356.0,336,272
Cressy M.,172.0,389.0,Daniel T.,118.0,591.0,108,182
Djokovic N.,1.0,12030.0,Chardy J.,61.0,1020.0,147,151
Shapovalov D.,12.0,2830.0,Sinner J.,32.0,1694.0,543,830
Harris L.,91.0,793.0,Torpegaard M.,188.0,350.0,245,895
Mcdonald M.,192.0,345.0,Cecchinato M.,82.0,838.0,389,142
Monteiro T.,74.0,894.0,Martin A.,103.0,734.0,414,563
O Connell C.,121.0,568.0,Struff J.L.,37.0,1495.0,443,868
Coric B.,25.0,1855.0,Pella G.,44.0,1310.0,106,696
Alcaraz C.,141.0,484.0,Van De Zandschulp B.,151.0,461.0,5,920
Ymer M.,95.0,775.0,Hurkacz H.,30.0,1735.0,646,390
Rublev A.,8.0,4429.0,Hanfmann Y.,102.0,736.0,512,364
Popyrin A.,113.0,643.0,Goffin D.,15.0,2600.0,471,317
Khachanov K.,20.0,2290.0,Vukic A.,196.0,341.0,291,953
Albot R.,85.0,817.0,Bautista Agut R.,13.0,2710.0,4,67
Cuevas P.,72.0,927.0,Seppi A.,108.0,699.0,111,809
Krajinovic F.,33.0,1673.0,Haase R.,197.0,340.0,318,354
Andujar P.,59.0,1044.0,Halys Q.,207.0,310.0,16,361
Berankis R.,73.0,909.0,Nagal S.,144.0,480.0,48,639
Medvedev D.,4.0,8715.0,Pospisil V.,63.0,1013.0,391,712
Lopez F.,65.0,998.0,Tu L.,,,358,908
Sonego L.,35.0,1588.0,Querrey S.,52.0,1085.0,561,720
Paul T.,53.0,1080.0,Basilashvili N.,40.0,1405.0,458,64
Nadal R.,2.0,9850.0,Djere L.,56.0,1068.0,427,219
Caruso S.,78.0,863.0,Laaksonen H.,139.0,492.0,85,498
Mmoh M.,177.0,368.0,Troicki V.,202.0,326.0,407,899
De Minaur A.,23.0,2065.0,Sandgren T.,51.0,1091.0,125,790
Carballes Baena R.,99.0,751.0,Balazs A.,94.0,779.0,82,52
Norrie C.,69.0,935.0,Evans D.,26.0,1794.0,440,265
Machac T.,199.0,333.0,Vilella Martinez M.,181.0,359.0,365,945
Fognini F.,17.0,2535.0,Herbert P.H.,84.0,822.0,187,374
Ruud C.,28.0,1739.0,Thompson J.,49.0,1113.0,516,886
Kokkinakis T.,267.0,209.0,Kwon S.W.,97.0,768.0,308,495
Berrettini M.,10.0,3345.0,Anderson K.,81.0,845.0,53,23
Safiullin R.,183.0,357.0,Ivashka I.,110.0,681.0,521,403
Tsitsipas S.,6.0,5965.0,Simon G.,66.0,990.0,597,827
Karatsev A.,114.0,642.0,Gerasimov E.,79.0,854.0,286,305
Fucsovics M.,55.0,1072.0,Wawrinka S.,18.0,2365.0,191,962
Martinez P.,87.0,810.0,Ruusuvuori E.,86.0,816.0,381,773
Auger-Aliassime F.,19.0,2346.0,Duckworth J.,105.0,721.0,21,234
Schwartzman D.,9.0,3480.0,Muller A.,210.0,305.0,536,626
Raonic M.,14.0,2630.0,Moutet C.,71.0,928.0,488,623
Djokovic N.,1.0,12030.0,Tiafoe F.,64.0,1005.0,147,887
Thiem D.,3.0,9125.0,Koepfer D.,70.0,931.0,586,459
Lajovic D.,27.0,1785.0,Bublik A.,45.0,1220.0,339,125
Fritz T.,31.0,1695.0,Opelka R.,38.0,1422.0,190,678
Shapovalov D.,12.0,2830.0,Tomic B.,233.0,253.0,543,891
Mannarino A.,36.0,1561.0,Kecmanovic M.,41.0,1353.0,373,433
Carreno Busta P.,16.0,2585.0,Vesely J.,68.0,958.0,83,942
Kyrgios N.,47.0,1190.0,Humbert U.,34.0,1671.0,336,389
Zverev A.,7.0,5615.0,Cressy M.,172.0,389.0,660,174
Dimitrov G.,21.0,2260.0,Bolt A.,166.0,400.0,145,103
Lopez F.,65.0,998.0,Sonego L.,35.0,1588.0,358,850
Rublev A.,8.0,4429.0,Monteiro T.,74.0,894.0,512,616
Harris L.,91.0,793.0,Popyrin A.,113.0,643.0,245,710
Ymer M.,95.0,775.0,Alcaraz C.,141.0,484.0,646,12
Ruud C.,28.0,1739.0,Paul T.,53.0,1080.0,516,690
Khachanov K.,20.0,2290.0,Berankis R.,73.0,909.0,291,82
Krajinovic F.,33.0,1673.0,Andujar P.,59.0,1044.0,318,29
Tsitsipas S.,6.0,5965.0,Kokkinakis T.,267.0,209.0,597,462
Berrettini M.,10.0,3345.0,Machac T.,199.0,333.0,53,545
Mcdonald M.,192.0,345.0,Coric B.,25.0,1855.0,389,170
Albot R.,85.0,817.0,O Connell C.,121.0,568.0,4,666
Fognini F.,17.0,2535.0,Caruso S.,78.0,863.0,187,139
Norrie C.,69.0,935.0,Safiullin R.,183.0,357.0,440,780
De Minaur A.,23.0,2065.0,Cuevas P.,72.0,927.0,125,178
Medvedev D.,4.0,8715.0,Carballes Baena R.,99.0,751.0,391,135
Nadal R.,2.0,9850.0,Mmoh M.,177.0,368.0,427,605
Dimitrov G.,21.0,2260.0,Carreno Busta P.,16.0,2585.0,145,136
Zverev A.,7.0,5615.0,Mannarino A.,36.0,1561.0,660,553
Lajovic D.,27.0,1785.0,Martinez P.,87.0,810.0,339,565
Karatsev A.,114.0,642.0,Schwartzman D.,9.0,3480.0,286,806
Raonic M.,14.0,2630.0,Fucsovics M.,55.0,1072.0,488,287
Auger-Aliassime F.,19.0,2346.0,Shapovalov D.,12.0,2830.0,21,816
Thiem D.,3.0,9125.0,Kyrgios N.,47.0,1190.0,586,497
Djokovic N.,1.0,12030.0,Fritz T.,31.0,1695.0,147,286
Ruud C.,28.0,1739.0,Albot R.,85.0,817.0,516,10
Mcdonald M.,192.0,345.0,Harris L.,91.0,793.0,389,367
Medvedev D.,4.0,8715.0,Krajinovic F.,33.0,1673.0,391,475
Tsitsipas S.,6.0,5965.0,Ymer M.,95.0,775.0,597,980
Rublev A.,8.0,4429.0,Lopez F.,65.0,998.0,512,533
Berrettini M.,10.0,3345.0,Khachanov K.,20.0,2290.0,53,436
Fognini F.,17.0,2535.0,De Minaur A.,23.0,2065.0,187,193
Nadal R.,2.0,9850.0,Norrie C.,69.0,935.0,427,663
Karatsev A.,114.0,642.0,Auger-Aliassime F.,19.0,2346.0,286,41
Dimitrov G.,21.0,2260.0,Thiem D.,3.0,9125.0,145,884
Zverev A.,7.0,5615.0,Lajovic D.,27.0,1785.0,660,501
Djokovic N.,1.0,12030.0,Raonic M.,14.0,2630.0,147,733
Medvedev D.,4.0,8715.0,Mcdonald M.,192.0,345.0,391,575
Rublev A.,8.0,4429.0,Ruud C.,28.0,1739.0,512,772
Nadal R.,2.0,9850.0,Fognini F.,17.0,2535.0,427,282
Tsitsipas S.,6.0,5965.0,Berrettini M.,10.0,3345.0,597,87
Karatsev A.,114.0,642.0,Dimitrov G.,21.0,2260.0,286,218
Djokovic N.,1.0,12030.0,Zverev A.,7.0,5615.0,147,1007
Medvedev D.,4.0,8715.0,Rublev A.,8.0,4429.0,391,768
Tsitsipas S.,6.0,5965.0,Nadal R.,2.0,9850.0,597,637
Djokovic N.,1.0,12030.0,Karatsev A.,114.0,642.0,147,429
Medvedev D.,4.0,8715.0,Tsitsipas S.,6.0,5965.0,391,906
Djokovic N.,1.0,12030.0,Medvedev D.,4.0,8715.0,147,579
Kovalik J.,128.0,548.0,Galan D.E.,116.0,619.0,315,291
Jarry N.,1165.0,7.0,Munar J.,104.0,745.0,270,628
Carballes Baena R.,96.0,786.0,Sousa J.,98.0,782.0,82,852
Cecchinato M.,87.0,838.0,Dellien H.,112.0,669.0,87,209
Coria F.,95.0,790.0,Koepfer D.,71.0,966.0,104,459
Cerundolo J.M.,335.0,132.0,Seyboth Wild T.,119.0,605.0,90,814
Bagnis F.,130.0,546.0,Kicker N.,,,26,438
Etcheverry T.,234.0,258.0,Martin A.,101.0,753.0,173,563
Ramos-Vinolas A.,47.0,1210.0,Londero J.I.,88.0,832.0,487,532
Cerundolo F.,135.0,520.0,Mager G.,99.0,770.0,89,548
Delbonis F.,84.0,851.0,Sousa P.,108.0,704.0,133,853
Monteiro T.,74.0,929.0,Menezes J.,199.0,353.0,414,589
Kovalik J.,128.0,548.0,Barrios M.,265.0,221.0,315,60
Coria F.,95.0,790.0,Cerundolo F.,135.0,520.0,104,145
Bagnis F.,130.0,546.0,Delbonis F.,84.0,851.0,26,204
Paire B.,29.0,1738.0,Jarry N.,1165.0,7.0,455,407
Monteiro T.,74.0,929.0,Carballes Baena R.,96.0,786.0,414,135
Cerundolo J.M.,335.0,132.0,Kecmanovic M.,41.0,1388.0,90,433
Schwartzman D.,9.0,3480.0,Cecchinato M.,87.0,838.0,536,142
Ramos-Vinolas A.,47.0,1210.0,Etcheverry T.,234.0,258.0,487,262
Cerundolo J.M.,335.0,132.0,Monteiro T.,74.0,929.0,90,616
Coria F.,95.0,790.0,Paire B.,29.0,1738.0,104,685
Bagnis F.,130.0,546.0,Kovalik J.,128.0,548.0,26,472
Ramos-Vinolas A.,47.0,1210.0,Schwartzman D.,9.0,3480.0,487,806
Cerundolo J.M.,335.0,132.0,Coria F.,95.0,790.0,90,168
Ramos-Vinolas A.,47.0,1210.0,Bagnis F.,130.0,546.0,487,48
Cerundolo J.M.,335.0,132.0,Ramos-Vinolas A.,47.0,1210.0,90,732
Humbert U.,32.0,1706.0,Gombos N.,93.0,797.0,260,322
Sonego L.,36.0,1623.0,Gaston H.,162.0,425.0,561,302
Korda S.,92.0,810.0,Tsonga J.W.,66.0,1015.0,311,907
Griekspoor T.,160.0,440.0,Giron M.,78.0,889.0,229,315
Gojowczyk P.,144.0,491.0,Struff J.L.,37.0,1495.0,214,868
Bonzi B.,125.0,573.0,Pouille L.,79.0,887.0,63,713
Vesely J.,69.0,988.0,Ymer M.,91.0,820.0,620,980
Novak D.,102.0,752.0,Simon G.,68.0,990.0,441,827
Gerasimov E.,83.0,854.0,Murray A.,121.0,595.0,203,633
Davidovich Fokina A.,56.0,1078.0,Zapata Miralles B.,146.0,484.0,118,986
Bedene A.,60.0,1065.0,Sinner J.,34.0,1694.0,43,830
Barrere G.,113.0,655.0,Basilashvili N.,40.0,1405.0,32,64
Sonego L.,36.0,1623.0,Korda S.,92.0,810.0,561,467
Humbert U.,32.0,1706.0,Griekspoor T.,160.0,440.0,260,343
Goffin D.,15.0,2600.0,Bonzi B.,125.0,573.0,213,104
Gerasimov E.,83.0,854.0,Bedene A.,60.0,1065.0,203,72
Gojowczyk P.,144.0,491.0,Vesely J.,69.0,988.0,214,942
Davidovich Fokina A.,56.0,1078.0,Hurkacz H.,30.0,1735.0,118,390
Novak D.,102.0,752.0,Lajovic D.,27.0,1875.0,441,501
Bautista Agut R.,13.0,2710.0,Barrere G.,113.0,655.0,38,58
Goffin D.,15.0,2600.0,Sonego L.,36.0,1623.0,213,850
Gerasimov E.,83.0,854.0,Davidovich Fokina A.,56.0,1078.0,203,185
Gojowczyk P.,144.0,491.0,Novak D.,102.0,752.0,214,664
Bautista Agut R.,13.0,2710.0,Humbert U.,32.0,1706.0,38,389
Goffin D.,15.0,2600.0,Gerasimov E.,83.0,854.0,213,305
Bautista Agut R.,13.0,2710.0,Gojowczyk P.,144.0,491.0,38,319
Goffin D.,15.0,2600.0,Bautista Agut R.,13.0,2710.0,213,67
Daniel T.,120.0,602.0,Ramanathan R.,200.0,352.0,115,728
Cressy M.,156.0,454.0,Jung J.,143.0,500.0,108,423
Andreev A.,423.0,94.0,Harris L.,82.0,873.0,13,367
Popyrin A.,114.0,643.0,Eubanks C.,240.0,247.0,471,263
Nishioka Y.,61.0,1062.0,Mmoh M.,178.0,393.0,438,605
Uchiyama Y.,109.0,701.0,Polmans M.,129.0,546.0,600,708
Albot R.,76.0,907.0,Smith J.P.,306.0,159.0,4,843
Hanfmann Y.,105.0,738.0,Duckworth J.,100.0,756.0,243,234
Celikbilek A.,302.0,167.0,Mochizuki S.,639.0,39.0,88,606
Kwon S.W.,81.0,877.0,Kwiatkowski T.S.,219.0,285.0,335,494
