loser,best_of,l_one,l_two,l_three,l_four,l_five,loser_id
Milojevic N.,3,2.0,3.0,,,,599
Seppi A.,3,3.0,4.0,,,,809
Cilic M.,3,5.0,4.0,,,,158
Mannarino A.,3,4.0,0.0,,,,553
Opelka R.,3,5.0,6.0,4.0,,,678
Tomic B.,3,4.0,6.0,3.0,,,891
Moutet C.,3,2.0,4.0,,,,623
Albot R.,3,6.0,4.0,1.0,,,10
Millman J.,3,4.0,3.0,,,,597
Andujar P.,3,7.0,1.0,1.0,,,29
Novak D.,3,6.0,4.0,,,,664
Schnur B.,3,2.0,6.0,1.0,,,799
Ymer E.,3,6.0,2.0,,,,979
Otte O.,3,6.0,6.0,,,,681
Ruud C.,3,3.0,5.0,,,,772
Sousa J.,3,5.0,4.0,,,,852
Fritz T.,3,5.0,4.0,,,,286
Dimitrov G.,3,7.0,3.0,6.0,,,218
Evans D.,3,5.0,6.0,3.0,,,265
Mager G.,3,3.0,6.0,,,,548
Travaglia S.,3,6.0,4.0,,,,896
Fognini F.,3,1.0,1.0,,,,282
Popyrin A.,3,4.0,6.0,,,,710
Ymer M.,3,0.0,6.0,,,,980
Nishioka Y.,3,3.0,4.0,,,,661
Querrey S.,3,6.0,1.0,4.0,,,720
Stebe C.M.,3,0.0,3.0,,,,862
Tipsarevic J.,3,2.0,6.0,6.0,,,888
Carreno Busta P.,3,6.0,3.0,3.0,,,136
Sugita Y.,3,5.0,2.0,,,,870
Krajinovic F.,3,4.0,4.0,,,,475
Kecmanovic M.,3,4.0,2.0,,,,433
Gojowczyk P.,3,2.0,1.0,,,,319
Dellien H.,3,1.0,5.0,,,,209
Paire B.,3,3.0,5.0,,,,685
Lajovic D.,3,6.0,3.0,4.0,,,501
Garin C.,3,6.0,6.0,,,,299
Popyrin A.,3,2.0,4.0,,,,710
Zverev A.,3,6.0,4.0,,,,1007
Londero J.I.,3,1.0,6.0,,,,532
Ramos-Vinolas A.,3,3.0,6.0,,,,732
Copil M.,3,4.0,5.0,,,,166
Andujar P.,3,1.0,1.0,,,,29
Djere L.,3,1.0,4.0,,,,219
Cilic M.,3,4.0,4.0,,,,158
Cuevas P.,3,3.0,4.0,,,,178
Evans D.,3,4.0,2.0,,,,265
Albot R.,3,0.0,3.0,,,,10
Fritz T.,3,3.0,3.0,,,,286
Laaksonen H.,3,3.0,4.0,,,,498
Goffin D.,3,7.0,6.0,5.0,,,317
Gasquet R.,3,2.0,6.0,3.0,,,301
Berankis R.,3,7.0,2.0,4.0,,,82
Tiafoe F.,3,3.0,6.0,5.0,,,887
Fognini F.,3,2.0,4.0,,,,282
Bautista Agut R.,3,3.0,6.0,3.0,,,67
Struff J.L.,3,4.0,6.0,,,,868
Wawrinka S.,3,,,,,,962
Krajinovic F.,3,6.0,4.0,4.0,,,475
Opelka R.,3,6.0,7.0,6.0,,,678
Tsitsipas S.,3,4.0,4.0,,,,906
De Minaur A.,3,2.0,2.0,,,,193
Herbert P.H.,3,4.0,4.0,,,,374
Sonego L.,3,4.0,4.0,,,,850
Edmund K.,3,6.0,3.0,4.0,,,246
Dzumhur D.,3,3.0,5.0,,,,240
Hurkacz H.,3,4.0,6.0,,,,390
Lopez F.,3,4.0,3.0,,,,533
Pella G.,3,4.0,4.0,,,,696
Raonic M.,3,4.0,5.0,,,,733
Basilashvili N.,3,6.0,2.0,1.0,,,64
Tsonga J.W.,3,4.0,6.0,,,,907
Kohlschreiber P.,3,3.0,4.0,,,,460
Shapovalov D.,3,3.0,5.0,,,,816
Mannarino A.,3,3.0,4.0,,,,553
Bublik A.,3,1.0,7.0,6.0,,,125
Coric B.,3,4.0,4.0,,,,170
Novak D.,3,6.0,5.0,3.0,,,664
Dimitrov G.,3,6.0,6.0,,,,218
Fucsovics M.,3,3.0,6.0,1.0,,,287
Querrey S.,3,7.0,4.0,6.0,,,720
Kukushkin M.,3,7.0,4.0,1.0,,,486
Chung H.,3,4.0,2.0,,,,156
Simon G.,3,2.0,6.0,3.0,,,827
Verdasco F.,3,6.0,3.0,2.0,,,940
Sinner J.,3,3.0,6.0,,,,830
Rublev A.,3,5.0,6.0,,,,768
Carreno Busta P.,3,0.0,,,,,136
Khachanov K.,3,6.0,2.0,,,,436
Bedene A.,3,5.0,1.0,,,,72
Berrettini M.,3,6.0,5.0,3.0,,,87
Monfils G.,3,3.0,2.0,,,,612
Schwartzman D.,3,6.0,4.0,3.0,,,806
Basilashvili N.,3,3.0,2.0,,,,64
Hurkacz H.,3,6.0,4.0,,,,390
Nishioka Y.,3,6.0,5.0,2.0,,,661
Coric B.,3,6.0,4.0,3.0,,,170
Norrie C.,3,3.0,2.0,,,,663
Querrey S.,3,7.0,3.0,5.0,,,720
Cuevas P.,3,4.0,3.0,,,,178
Dzumhur D.,3,5.0,4.0,,,,240
Rublev A.,3,6.0,5.0,4.0,,,768
Ruud C.,3,4.0,2.0,,,,772
Lajovic D.,3,4.0,6.0,3.0,,,501
Tiafoe F.,3,6.0,6.0,4.0,,,887
Djere L.,3,1.0,4.0,,,,219
Berankis R.,3,4.0,3.0,,,,82
Simon G.,3,2.0,,,,,827
Humbert U.,3,6.0,1.0,2.0,,,389
Khachanov K.,3,6.0,6.0,5.0,,,436
Seppi A.,3,6.0,6.0,,,,809
Medvedev D.,3,6.0,2.0,4.0,,,579
Verdasco F.,3,1.0,3.0,,,,940
Raonic M.,3,6.0,7.0,4.0,,,733
Fognini F.,3,6.0,3.0,3.0,,,282
Isner J.,3,6.0,6.0,,,,399
Fritz T.,3,6.0,3.0,,,,286
Goffin D.,3,5.0,3.0,,,,317
Bautista Agut R.,3,6.0,6.0,,,,67
Paire B.,3,4.0,6.0,,,,685
Cilic M.,3,6.0,6.0,,,,158
Moutet C.,3,6.0,4.0,,,,623
Schwartzman D.,3,5.0,3.0,,,,806
Mannarino A.,3,5.0,4.0,,,,553
Berrettini M.,3,4.0,3.0,,,,87
Chardy J.,3,7.0,4.0,6.0,,,151
Thiem D.,3,3.0,2.0,,,,884
De Minaur A.,3,3.0,4.0,,,,193
Edmund K.,3,6.0,1.0,,,,246
Struff J.L.,3,6.0,4.0,6.0,,,868
Zverev A.,3,2.0,7.0,2.0,,,1007
Wawrinka S.,3,4.0,4.0,,,,962
Albot R.,3,6.0,4.0,1.0,,,10
Garin C.,3,2.0,5.0,,,,299
Tsitsipas S.,3,1.0,2.0,,,,906
Monfils G.,3,2.0,2.0,,,,612
Tsonga J.W.,3,6.0,1.0,,,,907
Dimitrov G.,3,6.0,4.0,,,,218
Nadal R.,3,,,,,,637
Shapovalov D.,3,3.0,4.0,,,,816
Berrettini M.,3,2.0,1.0,,,,87
Federer R.,3,5.0,5.0,,,,271
Medvedev D.,3,6.0,4.0,,,,579
Nadal R.,3,2.0,4.0,,,,637
Berrettini M.,3,6.0,3.0,,,,87
Djokovic N.,3,7.0,3.0,6.0,,,221
Medvedev D.,3,7.0,3.0,6.0,,,579
Zverev A.,3,3.0,2.0,,,,1007
Thiem D.,3,6.0,3.0,,,,884
Djokovic N.,3,4.0,3.0,,,,221
Tsitsipas S.,3,7.0,4.0,5.0,,,906
Medvedev D.,3,4.0,6.0,,,,579
Federer R.,3,3.0,4.0,,,,271
Zverev A.,3,5.0,3.0,,,,1007
Thiem D.,3,7.0,2.0,6.0,,,884
Schwartzman D.,3,4.0,6.0,,,,806
Johnson S.,3,6.0,4.0,,,,415
Mayer L.,3,4.0,6.0,2.0,,,572
Tiafoe F.,3,3.0,2.0,,,,887
Smith J.P.,3,4.0,5.0,,,,843
Escobedo E.,3,3.0,4.0,,,,259
Thompson J.,3,2.0,4.0,,,,886
Delbonis F.,3,3.0,4.0,,,,204
Muller G.,3,3.0,6.0,,,,627
Shapovalov D.,3,7.0,6.0,4.0,,,816
Dzumhur D.,3,7.0,3.0,2.0,,,240
Polansky P.,3,6.0,0.0,,,,707
Zeballos H.,3,1.0,2.0,,,,992
Ebden M.,3,7.0,6.0,2.0,,,242
Zverev M.,3,2.0,7.0,4.0,,,1008
Raonic M.,3,4.0,4.0,,,,733
Donaldson J.,3,6.0,2.0,,,,227
Hanfmann Y.,3,7.0,4.0,2.0,,,364
Chung H.,3,6.0,7.0,4.0,,,156
Millman J.,3,6.0,6.0,3.0,,,597
Mmoh M.,3,4.0,0.0,,,,605
Dolgopolov O.,3,6.0,3.0,4.0,,,225
Istomin D.,3,6.0,2.0,,,,400
Edmund K.,3,3.0,7.0,4.0,,,246
De Minaur A.,3,6.0,6.0,4.0,,,193
Dimitrov G.,3,6.0,1.0,4.0,,,218
Harrison R.,3,4.0,2.0,,,,369
Stebe C.M.,3,1.0,,,,,862
Sela D.,3,6.0,4.0,0.0,,,808
Donskoy E.,3,6.0,3.0,,,,230
Fabbiano T.,3,4.0,3.0,,,,267
Mayer F.,3,6.0,5.0,4.0,,,571
Carreno Busta P.,3,7.0,2.0,6.0,,,136
Haider-Maurer A.,3,4.0,3.0,,,,356
Garcia-Lopez G.,3,4.0,7.0,6.0,,,298
Krajinovic F.,3,4.0,1.0,,,,475
Jaziri M.,3,5.0,1.0,,,,409
Troicki V.,3,6.0,6.0,4.0,,,899
Berdych T.,3,4.0,6.0,6.0,,,83
Al Mutawa J.,3,1.0,2.0,,,,7
Estrella Burgos V.,3,0.0,2.0,,,,260
Ramos-Vinolas A.,3,6.0,5.0,5.0,,,732
Lorenzi P.,3,3.0,6.0,4.0,,,538
Basilashvili N.,3,1.0,3.0,,,,64
Lopez F.,3,4.0,6.0,,,,533
Verdasco F.,3,4.0,6.0,4.0,,,940
Berrettini M.,3,2.0,2.0,,,,87
Bedene A.,3,5.0,4.0,,,,72
Travaglia S.,3,6.0,3.0,,,,896
Struff J.L.,3,3.0,6.0,3.0,,,868
Gasquet R.,3,3.0,4.0,,,,301
Basic M.,3,2.0,3.0,,,,63
Coric B.,3,3.0,5.0,,,,170
Tsitsipas S.,3,5.0,4.0,,,,906
Gojowczyk P.,3,3.0,6.0,,,,319
Pella G.,3,2.0,6.0,6.0,,,696
Thiem D.,3,,,,,,884
Rublev A.,3,2.0,3.0,,,,768
Andujar P.,3,7.0,4.0,5.0,,,29
Kicker N.,3,0.0,3.0,,,,438
Albot R.,3,2.0,6.0,,,,10
Vesely J.,3,3.0,6.0,,,,942
Cecchinato M.,3,6.0,7.0,2.0,,,142
Sandgren T.,3,4.0,1.0,,,,790
Carballes Baena R.,3,6.0,2.0,,,,135
Nagal S.,3,3.0,3.0,,,,639
Copil M.,3,7.0,4.0,5.0,,,166
Kavcic B.,3,6.0,5.0,,,,432
Kadhe A.,3,3.0,4.0,,,,426
Bemelmans R.,3,7.0,3.0,6.0,,,79
Fucsovics M.,3,4.0,7.0,6.0,,,287
Bhambri Y.,3,6.0,3.0,4.0,,,91
Jarry N.,3,6.0,6.0,5.0,,,407
Bautista Agut R.,3,3.0,6.0,,,,67
Djere L.,3,5.0,6.0,,,,219
Ramanathan R.,3,4.0,3.0,,,,728
Ivashka I.,3,4.0,4.0,,,,403
Monteiro T.,3,6.0,2.0,,,,616
Herbert P.H.,3,3.0,2.0,,,,374
Ojeda Lara R.,3,2.0,3.0,,,,671
Kukushkin M.,3,7.0,4.0,2.0,,,486
Haase R.,3,5.0,6.0,3.0,,,354
Cilic M.,3,6.0,3.0,2.0,,,158
Paire B.,3,7.0,6.0,1.0,,,685
Anderson K.,3,6.0,2.0,,,,23
Young D.,3,7.0,4.0,2.0,,,981
Wu Y.,3,6.0,4.0,,,,975
Sugita Y.,3,1.0,6.0,4.0,,,870
Venus M.,3,2.0,1.0,,,,939
Dutra Silva R.,3,3.0,2.0,,,,239
Daniel T.,3,3.0,2.0,,,,182
Smyczek T.,3,3.0,6.0,3.0,,,844
Caruana L.,3,5.0,6.0,,,,138
Albot R.,3,6.0,1.0,6.0,,,10
Tsitsipas S.,3,3.0,7.0,3.0,,,906
Ruud C.,3,6.0,6.0,3.0,,,772
Sandgren T.,3,3.0,7.0,3.0,,,790
Johnson S.,3,6.0,2.0,1.0,,,415
Lacko L.,3,6.0,3.0,,,,499
Querrey S.,3,4.0,7.0,6.0,,,720
Sock J.,3,3.0,3.0,,,,846
Sousa J.,3,2.0,2.0,,,,852
Cuevas P.,3,2.0,6.0,,,,178
Shapovalov D.,3,2.0,4.0,,,,816
Isner J.,3,6.0,7.0,2.0,,,399
Vesely J.,3,6.0,2.0,,,,942
Gojowczyk P.,3,4.0,4.0,,,,319
Chung H.,3,3.0,2.0,,,,156
Khachanov K.,3,6.0,3.0,,,,436
Haase R.,3,7.0,6.0,6.0,,,354
Ferrer D.,3,4.0,4.0,,,,274
Del Potro J.M.,3,1.0,6.0,5.0,,,203
Thompson J.,3,6.0,4.0,,,,886
Troicki V.,3,3.0,7.0,5.0,,,899
Struff J.L.,3,1.0,4.0,,,,868
Bolt A.,3,7.0,5.0,4.0,,,103
Popyrin A.,3,6.0,0.0,,,,710
Kohlschreiber P.,3,2.0,3.0,,,,460
Donskoy E.,3,7.0,5.0,4.0,,,230
Zverev M.,3,5.0,3.0,,,,1008
Vukic A.,3,6.0,6.0,3.0,,,953
Verdasco F.,3,4.0,2.0,,,,940
Bedene A.,3,6.0,6.0,3.0,,,72
Simon G.,3,1.0,4.0,,,,827
Berankis R.,3,2.0,1.0,,,,82
Ramos-Vinolas A.,3,3.0,5.0,,,,732
Mayer L.,3,2.0,6.0,1.0,,,572
Dolgopolov O.,3,6.0,3.0,4.0,,,225
Donaldson J.,3,3.0,6.0,5.0,,,227
Dzumhur D.,3,2.0,0.0,,,,240
Schwartzman D.,3,3.0,6.0,,,,806
Millman J.,3,6.0,4.0,,,,597
Mannarino A.,3,7.0,6.0,2.0,,,553
Lorenzi P.,3,3.0,3.0,,,,538
Muller G.,3,4.0,4.0,,,,627
Lopez F.,3,4.0,4.0,,,,533
Fognini F.,3,6.0,4.0,1.0,,,282
Paire B.,3,6.0,1.0,1.0,,,685
De Minaur A.,3,6.0,4.0,5.0,,,193
Haider-Maurer A.,5,6.0,3.0,4.0,,,356
Sela D.,5,3.0,7.0,6.0,5.0,2.0,808
Anderson K.,5,7.0,3.0,6.0,3.0,4.0,23
Kubler J.,5,5.0,6.0,5.0,1.0,,480
Youzhny M.,5,6.0,3.0,5.0,,,982
Herbert P.H.,5,2.0,1.0,7.0,6.0,,374
Delbonis F.,5,5.0,4.0,3.0,,,204
Moutet C.,5,6.0,4.0,2.0,2.0,,623
Ferrer D.,5,5.0,7.0,2.0,7.0,2.0,274
Isner J.,5,4.0,6.0,3.0,3.0,,399
Kohlschreiber P.,5,3.0,6.0,0.0,6.0,2.0,460
Bolt A.,5,7.0,6.0,2.0,3.0,4.0,103
Tsitsipas S.,5,1.0,3.0,6.0,,,906
Novak D.,5,3.0,2.0,1.0,,,664
Lajovic D.,5,6.0,3.0,7.0,4.0,9.0,501
Pospisil V.,5,2.0,2.0,6.0,6.0,,712
Lorenzi P.,5,6.0,6.0,6.0,2.0,4.0,538
Djere L.,5,6.0,3.0,6.0,,,219
Ymer E.,5,4.0,3.0,6.0,1.0,,979
Copil M.,5,5.0,4.0,3.0,,,166
Sock J.,5,1.0,6.0,7.0,3.0,,846
Melzer G.,5,3.0,4.0,6.0,3.0,,586
Bhambri Y.,5,6.0,4.0,3.0,,,91
Coric B.,5,5.0,4.0,1.0,,,170
Jarry N.,5,2.0,6.0,3.0,,,407
Halys Q.,5,3.0,6.0,7.0,5.0,9.0,361
Pouille L.,5,4.0,4.0,7.0,6.0,,713
Dutra Silva R.,5,1.0,2.0,4.0,,,239
Estrella Burgos V.,5,1.0,1.0,1.0,,,260
Caruso S.,5,7.0,6.0,3.0,5.0,3.0,139
Brown D.,5,4.0,3.0,6.0,7.0,1.0,120
King K.,5,4.0,4.0,1.0,,,445
Raonic M.,5,7.0,5.0,4.0,6.0,,733
Safranek V.,5,4.0,3.0,3.0,,,781
Albot R.,5,2.0,3.0,6.0,5.0,,10
Bautista Agut R.,5,1.0,5.0,5.0,,,67
Daniel T.,5,7.0,6.0,4.0,1.0,,182
Berrettini M.,5,4.0,4.0,4.0,,,87
Thompson J.,5,3.0,1.0,6.0,6.0,3.0,886
Stebe C.M.,5,0.0,3.0,4.0,,,862
Haase R.,5,3.0,5.0,7.0,5.0,,354
Lopez F.,5,3.0,4.0,2.0,,,533
Fabbiano T.,5,1.0,6.0,5.0,,,267
Bachinger M.,5,7.0,3.0,2.0,4.0,,45
Kukushkin M.,5,3.0,3.0,1.0,,,486
Berankis R.,5,3.0,4.0,6.0,6.0,,82
Donaldson J.,5,2.0,3.0,4.0,,,227
Mayer F.,5,4.0,4.0,4.0,,,571
Johnson S.,5,7.0,3.0,6.0,2.0,,415
Young D.,5,1.0,2.0,4.0,,,981
Chardy J.,5,4.0,6.0,2.0,,,151
Popyrin A.,5,3.0,7.0,3.0,3.0,,710
Zeballos H.,5,4.0,4.0,5.0,,,992
Kwon S.W.,5,1.0,2.0,4.0,,,495
Kokkinakis T.,5,2.0,7.0,6.0,4.0,,462
Munar J.,5,3.0,6.0,4.0,,,628
Kavcic B.,5,1.0,4.0,5.0,,,432
Polansky P.,5,6.0,6.0,4.0,,,707
Paire B.,5,0.0,7.0,1.0,4.0,,685
Zverev M.,5,2.0,1.0,,,,1008
De Minaur A.,5,3.0,6.0,0.0,1.0,,193
Bedene A.,5,3.0,4.0,3.0,,,72
Pella G.,5,4.0,4.0,4.0,,,696
Tiafoe F.,5,3.0,4.0,3.0,,,887
Bemelmans R.,5,5.0,1.0,3.0,,,79
Jaziri M.,5,5.0,4.0,7.0,6.0,2.0,409
Nishioka Y.,5,1.0,3.0,4.0,,,661
Simon G.,5,2.0,0.0,,,,827
Shapovalov D.,5,6.0,3.0,6.0,6.0,5.0,816
Istomin D.,5,2.0,2.0,4.0,,,400
Sugita Y.,5,6.0,7.0,5.0,6.0,10.0,870
Sousa J.,5,1.0,5.0,2.0,,,852
Millman J.,5,5.0,6.0,4.0,1.0,,597
Cuevas P.,5,4.0,6.0,4.0,,,178
Mayer L.,5,3.0,4.0,6.0,,,572
Ruud C.,5,4.0,2.0,3.0,,,772
Baghdatis M.,5,4.0,7.0,4.0,2.0,,47
Troicki V.,5,5.0,4.0,6.0,,,899
Mcdonald M.,5,6.0,2.0,4.0,6.0,6.0,575
Ebden M.,5,6.0,3.0,4.0,,,242
Querrey S.,5,4.0,6.0,6.0,2.0,,720
Smyczek T.,5,4.0,2.0,6.0,,,844
Kudla D.,5,7.0,6.0,3.0,2.0,3.0,482
Lacko L.,5,2.0,5.0,6.0,5.0,,499
Garcia-Lopez G.,5,3.0,6.0,2.0,3.0,,298
Vesely J.,5,3.0,6.0,7.0,3.0,,942
Donskoy E.,5,6.0,3.0,4.0,1.0,,230
Khachanov K.,5,4.0,6.0,7.0,4.0,,436
Monfils G.,5,6.0,3.0,1.0,3.0,,612
Goffin D.,5,6.0,6.0,1.0,6.0,,317
Medvedev D.,5,6.0,1.0,1.0,,,579
Sonego L.,5,2.0,2.0,3.0,,,850
Verdasco F.,5,4.0,6.0,6.0,6.0,3.0,940
Gojowczyk P.,5,1.0,3.0,6.0,3.0,,319
Wawrinka S.,5,2.0,1.0,4.0,,,962
Struff J.L.,5,4.0,4.0,6.0,,,868
Basilashvili N.,5,6.0,6.0,6.0,0.0,5.0,64
Muller G.,5,6.0,6.0,5.0,5.0,,627
Rublev A.,5,3.0,6.0,4.0,4.0,,768
Karlovic I.,5,3.0,6.0,7.0,7.0,7.0,430
Dolgopolov O.,5,7.0,2.0,3.0,3.0,,225
Tsonga J.W.,5,6.0,6.0,6.0,6.0,,907
Dzumhur D.,5,1.0,3.0,1.0,,,240
Harrison R.,5,6.0,3.0,6.0,,,369
Marterer M.,5,7.0,3.0,5.0,6.0,,560
Mannarino A.,5,4.0,2.0,5.0,,,553
Benneteau J.,5,6.0,2.0,1.0,6.0,3.0,81
Zverev A.,5,7.0,6.0,6.0,3.0,0.0,1007
Kicker N.,5,3.0,3.0,2.0,,,438
Del Potro J.M.,5,3.0,3.0,2.0,,,203
Ramos-Vinolas A.,5,2.0,3.0,3.0,,,732
Gasquet R.,5,2.0,5.0,4.0,,,301
Carreno Busta P.,5,7.0,3.0,6.0,6.0,,136
Schwartzman D.,5,3.0,7.0,3.0,3.0,,806
Seppi A.,5,7.0,5.0,2.0,3.0,,809
Kyrgios N.,5,6.0,6.0,6.0,6.0,,497
Fognini F.,5,1.0,4.0,4.0,,,282
Fucsovics M.,5,4.0,6.0,2.0,,,287
Thiem D.,5,2.0,6.0,6.0,7.0,3.0,884
Djokovic N.,5,6.0,5.0,6.0,,,221
Dimitrov G.,5,4.0,6.0,3.0,4.0,,218
Nadal R.,5,6.0,3.0,7.0,2.0,0.0,637
Sandgren T.,5,4.0,6.0,3.0,,,790
Berdych T.,5,6.0,3.0,4.0,,,83
Edmund K.,5,2.0,6.0,2.0,,,246
Chung H.,5,1.0,2.0,,,,156
Cilic M.,5,2.0,7.0,3.0,6.0,1.0,158
Zverev M.,3,4.0,4.0,,,,1008
Garcia-Lopez G.,3,4.0,4.0,,,,298
Gombos N.,3,6.0,6.0,,,,322
Tsitsipas S.,3,6.0,5.0,5.0,,,906
Benneteau J.,3,3.0,6.0,,,,81
Maden Y.,3,1.0,6.0,6.0,,,547
Ferrer D.,3,7.0,3.0,4.0,,,274
De Schepper K.,3,6.0,7.0,4.0,,,195
Sugita Y.,3,7.0,3.0,4.0,,,870
Hemery C.,3,1.0,2.0,,,,371
Brown D.,3,7.0,5.0,,,,120
Medvedev D.,3,0.0,3.0,,,,579
Simon G.,3,4.0,2.0,,,,827
Chardy J.,3,2.0,1.0,,,,151
Berankis R.,3,2.0,6.0,,,,82
Bemelmans R.,3,5.0,4.0,,,,79
Herbert P.H.,3,6.0,7.0,3.0,,,374
Mahut N.,3,6.0,7.0,6.0,,,549
Taberner C.,3,1.0,2.0,,,,876
Millman J.,3,4.0,6.0,,,,597
Khachanov K.,3,4.0,4.0,,,,436
Dzumhur D.,3,4.0,2.0,,,,240
Rublev A.,3,4.0,6.0,,,,768
Paire B.,3,1.0,4.0,,,,685
Goffin D.,3,4.0,6.0,3.0,,,317
Tsonga J.W.,3,6.0,5.0,,,,907
Gasquet R.,3,6.0,4.0,,,,301
Menendez-Maceiras A.,3,4.0,7.0,2.0,,,588
Dutra Silva R.,3,5.0,4.0,,,,239
Andujar P.,3,4.0,7.0,5.0,,,29
Berlocq C.,3,5.0,0.0,,,,85
Bellucci T.,3,6.0,4.0,2.0,,,77
Gaio F.,3,6.0,3.0,,,,289
Zeballos H.,3,4.0,6.0,,,,992
Polansky P.,3,3.0,4.0,,,,707
Bagnis F.,3,7.0,2.0,6.0,,,48
Escobedo E.,3,4.0,7.0,6.0,,,259
Cecchinato M.,3,4.0,2.0,,,,142
Hanfmann Y.,3,6.0,3.0,,,,364
Estrella Burgos V.,3,6.0,1.0,4.0,,,260
Lorenzi P.,3,6.0,5.0,,,,538
Travaglia S.,3,6.0,6.0,3.0,,,896
Karlovic I.,3,5.0,7.0,6.0,,,430
Quiroz R.,3,3.0,6.0,3.0,,,723
Giannessi A.,3,6.0,6.0,5.0,,,308
Ruud C.,3,4.0,6.0,4.0,,,772
Carreno Busta P.,3,4.0,2.0,,,,136
Jarry N.,3,6.0,2.0,6.0,,,407
Moutet C.,3,3.0,4.0,,,,623
Monfils G.,3,4.0,6.0,4.0,,,612
Melzer G.,3,2.0,4.0,,,,586
Martin A.,3,6.0,3.0,2.0,,,563
Monteiro T.,3,4.0,7.0,4.0,,,616
Ramos-Vinolas A.,3,3.0,6.0,4.0,,,732
Donskoy E.,3,4.0,4.0,,,,230
Kuzmanov D.,3,6.0,1.0,,,,490
Mayer F.,3,4.0,1.0,,,,571
Albot R.,3,3.0,3.0,,,,10
Donski A.,3,5.0,1.0,,,,229
Andreev A.,3,3.0,4.0,,,,25
Gulbis E.,3,3.0,7.0,3.0,,,350
Djere L.,3,4.0,4.0,,,,219
Haase R.,3,6.0,4.0,,,,354
Youzhny M.,3,3.0,4.0,,,,982
Jaziri M.,3,6.0,4.0,,,,409
Caruso S.,3,6.0,3.0,,,,139
Lacko L.,3,6.0,2.0,5.0,,,499
Kohlschreiber P.,3,5.0,6.0,,,,460
Sousa J.,3,5.0,6.0,,,,852
Seppi A.,3,6.0,6.0,6.0,,,809
Kavcic B.,3,2.0,2.0,,,,432
Istomin D.,3,6.0,6.0,6.0,,,400
Mannarino A.,3,7.0,3.0,1.0,,,553
Klizan M.,3,6.0,2.0,3.0,,,454
Muller G.,3,4.0,4.0,,,,627
Baghdatis M.,3,6.0,4.0,,,,47
Troicki V.,3,1.0,6.0,,,,899
Marterer M.,3,4.0,6.0,3.0,,,560
Kovalik J.,3,4.0,2.0,,,,472
Wawrinka S.,3,6.0,4.0,,,,962
Copil M.,3,6.0,7.0,4.0,,,166
Bagnis F.,3,6.0,1.0,,,,48
Mayer F.,3,6.0,4.0,,,,571
Cachin P.,3,2.0,1.0,,,,129
Berlocq C.,3,3.0,3.0,,,,85
Kicker N.,3,6.0,4.0,4.0,,,438
Vesely J.,3,0.0,3.0,,,,942
Dutra Silva R.,3,7.0,2.0,4.0,,,239
Monteiro T.,3,2.0,5.0,,,,616
Cuevas P.,3,1.0,4.0,,,,178
Carballes Baena R.,3,2.0,4.0,,,,135
Cecchinato M.,3,1.0,4.0,,,,142
Haider-Maurer A.,3,4.0,3.0,,,,356
Verdasco F.,3,2.0,4.0,,,,940
Ramos-Vinolas A.,3,6.0,5.0,1.0,,,732
Bellucci T.,3,6.0,3.0,2.0,,,77
Zeballos H.,3,4.0,3.0,,,,992
Carreno Busta P.,3,6.0,6.0,6.0,,,136
Elias G.,3,6.0,6.0,,,,253
Lajovic D.,3,4.0,3.0,,,,501
Fognini F.,3,3.0,3.0,,,,282
Garcia-Lopez G.,3,3.0,5.0,,,,298
Schwartzman D.,3,4.0,4.0,,,,806
Mayer L.,3,4.0,6.0,3.0,,,572
Pella G.,3,6.0,4.0,,,,696
Delbonis F.,3,4.0,6.0,1.0,,,204
Monfils G.,3,2.0,1.0,,,,612
Bedene A.,3,2.0,4.0,,,,72
Basilashvili N.,3,4.0,4.0,,,,64
Donaldson J.,3,4.0,6.0,,,,227
Young D.,3,3.0,6.0,,,,981
Korda S.,3,6.0,4.0,2.0,,,467
Johnson S.,3,6.0,3.0,6.0,,,415
Fratangelo B.,3,4.0,3.0,,,,285
Kavcic B.,3,4.0,2.0,,,,432
Travaglia S.,3,6.0,6.0,4.0,,,896
Estrella Burgos V.,3,5.0,1.0,,,,260
Rubin N.,3,5.0,3.0,,,,767
Ebden M.,3,6.0,3.0,4.0,,,242
Mcdonald M.,3,6.0,3.0,6.0,,,575
Gojowczyk P.,3,7.0,5.0,1.0,,,319
Chardy J.,3,5.0,6.0,,,,151
Isner J.,3,6.0,6.0,3.0,,,399
Donskoy E.,3,2.0,4.0,,,,230
Sela D.,3,4.0,6.0,0.0,,,808
Harrison R.,3,4.0,4.0,,,,369
Escobedo E.,3,6.0,4.0,6.0,,,259
Youzhny M.,3,4.0,3.0,,,,982
Menendez-Maceiras A.,3,5.0,6.0,3.0,,,588
Karlovic I.,3,6.0,6.0,,,,430
Albot R.,3,6.0,3.0,1.0,,,10
Tiafoe F.,3,3.0,7.0,4.0,,,887
Mannarino A.,3,7.0,5.0,3.0,,,553
Nishikori K.,3,1.0,6.0,6.0,,,660
Querrey S.,3,6.0,3.0,6.0,,,720
Klizan M.,3,3.0,6.0,,,,454
Zverev M.,3,5.0,3.0,,,,1008
Ferrer D.,3,4.0,3.0,,,,274
Sousa J.,3,4.0,6.0,2.0,,,852
Khachanov K.,3,6.0,6.0,6.0,,,436
Struff J.L.,3,6.0,6.0,2.0,,,868
Muller G.,3,4.0,6.0,,,,627
